,title,data,loss0,loss1,loss2,loss3,loss4,loss5,loss6,loss7,loss8,loss9,val_loss0,val_loss1,val_loss2,val_loss3,val_loss4,val_loss5,val_loss6,val_loss7,val_loss8,val_loss9,acc0,acc1,acc2,acc3,acc4,acc5,acc6,acc7,acc8,acc9,val_acc0,val_acc1,val_acc2,val_acc3,val_acc4,val_acc5,val_acc6,val_acc7,val_acc8,val_acc9
0,{'dropout': 0.0},0,1.390594811513634,1.1323289756947847,1.0314726771468326,0.9460146868167146,0.8930153416846083,0.8300954175118955,0.7749851743483173,0.7297385614153017,0.7200836843159533,0.6654034785038448,1.602379462057878,1.7072420856339463,1.694288448023978,1.8883450837926319,1.98675592805283,2.0915792192986955,2.135354155213467,2.198507734691463,2.195436287172062,2.3868506843265815,0.4970207214355469,0.5811528563499451,0.6173574924468994,0.6483808159828186,0.6693652868270874,0.692746102809906,0.7169041633605957,0.7341969013214111,0.7393782138824463,0.7584196925163269,0.47235238552093506,0.5162672400474548,0.5153300166130066,0.5051546096801758,0.5181416273117065,0.49685364961624146,0.5172044634819031,0.4933726191520691,0.5115811824798584,0.4908287525177002
1,{'dropout': 0.0},1,1.4134213537947926,1.1500026786202284,1.0576750997865845,1.0037038422798257,0.953908903129902,0.9015455117205121,0.849499122875815,0.8082793173784847,0.7420625402974222,0.7337455525493186,1.7567629822598303,1.8967605849104636,1.819055544264117,1.8465305177330185,1.8669701960605407,2.0492562342010285,2.087750952993366,2.1943862037477233,2.54163208170593,2.518150414508487,0.48116761445999146,0.5645009279251099,0.6037799119949341,0.6220070123672485,0.6394942402839661,0.6602098345756531,0.6821361184120178,0.7015066146850586,0.7220204472541809,0.727199375629425,0.4916055202484131,0.49757492542266846,0.4658624529838562,0.5059072375297546,0.48986443877220154,0.4965800344944,0.5034199953079224,0.4883720874786377,0.4832732379436493,0.4797910749912262
2,{'dropout': 0.0},2,1.5579564473615164,1.2778992872404176,1.1563945226558634,1.0439966745333547,0.9844133592512745,0.9272488396372202,0.9164735354737725,0.8578802110609279,0.7896393234540692,0.7754456638367541,1.3710653260521413,1.4108814918474502,1.364006053806882,1.4192963589976197,1.443406259277283,1.4816728353919266,1.4272047434969357,1.6497691402017691,1.6564602472763124,1.742615379631753,0.45344939827919006,0.5384268164634705,0.5778852105140686,0.6219857931137085,0.637717604637146,0.659058690071106,0.6661508679389954,0.6841392517089844,0.7075434923171997,0.7119277715682983,0.5095283389091492,0.506960391998291,0.5400729775428772,0.5465603470802307,0.5460197329521179,0.542370617389679,0.5761589407920837,0.5573726296424866,0.5598053932189941,0.5631842017173767
3,{'dropout': 0.1},0,1.5116570146590318,1.2128502226864117,1.1032423477716395,1.049827734299892,1.0156160468264566,0.9467219221777249,0.8832377981027791,0.8682707898975036,0.8490063249756018,0.9793145518228797,1.6345681590015015,1.7177327873716712,1.6942086050765457,1.8365219647760835,1.7175400435868668,1.849521433003122,1.9799864701532683,2.1771696041124797,1.967092556078154,1.8801595004371952,0.46314767003059387,0.5579662919044495,0.5944300293922424,0.6130181550979614,0.6257771849632263,0.651943027973175,0.6757124066352844,0.6788212656974792,0.6864637136459351,0.665479302406311,0.4554826617240906,0.4858749508857727,0.49189984798431396,0.48292943835258484,0.5182755589485168,0.5289864540100098,0.5046191215515137,0.49605032801628113,0.5263087153434753,0.4770384132862091
4,{'dropout': 0.1},1,1.4692566743742435,1.2263852122781222,1.1312691620963218,1.0417982743316867,1.011620870081045,0.9690309480405925,0.932863904931451,0.8856960146665124,0.8440439119305635,0.8426657693983247,1.765090017676902,1.9013611982894942,1.9736728560137313,1.911814040308078,2.2155753768153073,2.0668112415236157,2.14644265238614,2.2834743518628318,2.4795382501266294,2.412114596644113,0.4640166759490967,0.5400860905647278,0.5806429982185364,0.606604814529419,0.6240247488021851,0.6435297131538391,0.6550309658050537,0.6785041689872742,0.6805219054222107,0.6866424679756165,0.46486756205558777,0.5040417909622192,0.49807238578796387,0.5075239539146423,0.48712846636772156,0.5219500064849854,0.48924264311790466,0.4888695478439331,0.4990672767162323,0.5147369503974915
5,{'dropout': 0.1},2,1.65443829593929,1.3776072978204792,1.2731864524763834,1.1538980227758775,1.0674769566337345,1.0164296520363507,0.9842616957207021,0.9734987801386417,0.9338885130688577,0.8854658795894153,1.4564267146714653,1.324271997594724,1.303137052460351,1.3491886503745742,1.3446569951712595,1.3850012608743516,1.3902627940209495,1.444231161331386,1.4129503979233733,1.4561382580454374,0.4115409553050995,0.5056737661361694,0.5358478426933289,0.5842682123184204,0.6037395000457764,0.6258543133735657,0.6367504596710205,0.6434558629989624,0.6528691053390503,0.6728562116622925,0.4997972846031189,0.5310177206993103,0.5285849571228027,0.5537234544754028,0.5633193850517273,0.5493985414505005,0.5641303062438965,0.568860650062561,0.5789971351623535,0.5554804801940918
6,{'dropout': 0.3},0,1.5990665412319756,1.3483088754001678,1.240208952661623,1.1709492705646574,1.1498537409490872,1.0887415708037855,1.0699999703026806,1.0333715934209873,1.009837880282822,0.9727916176455008,1.5499632165109254,1.5480646819758086,1.6451293241548353,1.5759885089594383,1.8033375518518944,1.7878995548690846,1.7598733034681677,1.7148349098866205,1.924007310080774,1.912535736847792,0.4327720105648041,0.5129533410072327,0.5395077466964722,0.5625,0.5713083148002625,0.6001295447349548,0.6032383441925049,0.6149611473083496,0.6202072501182556,0.6353626847267151,0.4554826617240906,0.4815905690193176,0.47797563672065735,0.49859419465065,0.4916320741176605,0.49939751625061035,0.48935601115226746,0.49243539571762085,0.5178738832473755,0.4957825541496277
7,{'dropout': 0.3},1,1.6167872059175268,1.384349257291117,1.294410766951012,1.198949242491282,1.1499618776132574,1.1291470300904327,1.0936631755479922,1.0648601232179238,1.0420309625584045,1.0371171236679635,1.7972797287176119,1.9634564705799948,1.745423088366083,1.7951620103944936,2.0084408238342992,2.1578417931040668,2.171457093430016,2.168123352721828,2.1914713892855464,2.0767253344813,0.4022733271121979,0.4843287467956543,0.5191014409065247,0.5488296747207642,0.5679984092712402,0.5785579681396484,0.5862926840782166,0.6037799119949341,0.611985445022583,0.6096986532211304,0.41935083270072937,0.4514364004135132,0.46486756205558777,0.4741947650909424,0.4947145879268646,0.48290014266967773,0.4904862642288208,0.4837706685066223,0.49931600689888,0.49782365560531616
8,{'dropout': 0.3},2,1.767479905968401,1.4191874713608712,1.303433070699297,1.2851384229002116,1.233377295767085,1.148393325963995,1.1503540201390043,1.1113359051931297,1.073866932811774,1.0792592186992358,1.4143119143833904,1.466368657992585,1.4866283879374826,1.3803194382010577,1.3450146459908014,1.386755826554116,1.3634444452617793,1.3916184335709392,1.4869150384114649,1.3986765347649752,0.3662153482437134,0.4855577051639557,0.526305615901947,0.5331398844718933,0.5444229245185852,0.5756286382675171,0.5814958214759827,0.5925854444503784,0.6051579713821411,0.6018052697181702,0.45681849122047424,0.478037565946579,0.5319637656211853,0.5031760931015015,0.5307474136352539,0.5384511351585388,0.5337207913398743,0.5577780604362488,0.5462900400161743,0.5504797697067261
9,{'dropout': 0.5},0,1.6407764193925216,1.4117815236353504,1.3509678093262905,1.2620377514646461,1.221273729838238,1.2333057574039914,1.206433406147932,1.1754121177554748,1.1215510328816627,1.119247139982609,1.6126644023851084,1.6879876694504972,1.6620939402938415,1.6183904496872341,1.654788687328431,1.7134212099383803,1.6675271758721653,1.7912270998696211,1.8335358456988173,1.8845079526123647,0.4152849614620209,0.4848445653915405,0.5035621523857117,0.527072548866272,0.5440414547920227,0.5417746305465698,0.5502590537071228,0.5648316144943237,0.5845854878425598,0.5863341689109802,0.4084884226322174,0.4234837293624878,0.4613736867904663,0.47422680258750916,0.4739590287208557,0.48855268955230713,0.4857410490512848,0.4941759407520294,0.49752309918403625,0.4902932047843933
