,title,data,loss0,loss1,loss2,loss3,loss4,loss5,loss6,loss7,loss8,loss9,val_loss0,val_loss1,val_loss2,val_loss3,val_loss4,val_loss5,val_loss6,val_loss7,val_loss8,val_loss9,acc0,acc1,acc2,acc3,acc4,acc5,acc6,acc7,acc8,acc9,val_acc0,val_acc1,val_acc2,val_acc3,val_acc4,val_acc5,val_acc6,val_acc7,val_acc8,val_acc9
0,{'dropout': 0.0},0,1.3036836437236126,0.9984893701586465,0.8830713544074515,0.7897151428270924,0.7133371023450441,0.6755742736372368,0.6632372125319315,0.6058573673762203,0.5673737639067615,0.5323987923816261,1.567869393358123,1.664784024601406,1.7295921071993268,1.8701094883341212,1.9487152011120736,2.1222937011927,2.09974051908745,2.208332761599719,2.233276463395167,2.445009055016733,0.5426033139228821,0.6379728317260742,0.6737784147262573,0.7079687714576721,0.7319962382316589,0.7501009702682495,0.7580428123474121,0.7742630243301392,0.7925023436546326,0.8085879683494568,0.5003032684326172,0.47737473249435425,0.5135266184806824,0.4941162168979645,0.4965425133705139,0.49290308356285095,0.5084313750267029,0.515467643737793,0.5057624578475952,0.5096445679664612
1,{'dropout': 0.0},1,1.472001860368871,1.1243030665909606,0.9912687977250131,0.9068113539618708,0.849394824170576,0.7778227002687151,0.7721152336054861,0.7044404046290181,0.6542083845713357,0.6235412576679177,1.1209337407068047,1.1521778582554076,1.0767336721573748,1.1657903699190182,1.1838685999526641,1.1609653211306048,1.2069553238400446,1.2246599501419766,1.2800281748795832,1.4824308503630592,0.47869107127189636,0.5777662992477417,0.6199961304664612,0.6532367467880249,0.6729612350463867,0.705296516418457,0.7096294164657593,0.7343982458114624,0.7542520761489868,0.7689322829246521,0.6268656849861145,0.598324179649353,0.6258182525634766,0.6178318858146667,0.605525016784668,0.6262110471725464,0.6378633379936218,0.6208431720733643,0.6314480304718018,0.5870646834373474
2,{'dropout': 0.0},2,1.3111882565431514,0.9899507404522199,0.8876980671533732,0.8100005872047981,0.7453081678904302,0.7148402235985898,0.6560762639152606,0.6481231751947737,0.6366549630240464,0.5929597256507301,1.4117080940103928,1.5616709595076594,1.611550952275374,1.620411639126054,1.7539676007966916,1.7241740906007401,1.8905798171984851,2.1027367799978838,2.2270292995306677,2.1023034412279684,0.5487059950828552,0.6329576373100281,0.6666457056999207,0.6918330192565918,0.7221207618713379,0.7383666038513184,0.7562496066093445,0.7631761431694031,0.766954243183136,0.7871670722961426,0.5217451453208923,0.5229917168617249,0.5206370949745178,0.5379501581192017,0.5306094288825989,0.5350415706634521,0.5321329832077026,0.5246537327766418,0.5264542698860168,0.5256232619285583
3,{'dropout': 0.1},0,1.304152280866482,0.9965423946105257,0.8689166281092999,0.8117810897173094,0.7606585270656617,0.7257518317244034,0.6866506413056562,0.6482160808116113,0.619319056663078,0.5860589580591089,1.5882766155035015,1.6463914040467498,1.787854954457523,1.8592975148331203,2.052989071041407,2.134925540992643,1.923146105819169,2.247467248475835,2.3050524202453038,2.328286844920889,0.5412572622299194,0.637905478477478,0.6818549036979675,0.6985462307929993,0.7150356769561768,0.7328711748123169,0.742495596408844,0.7657154202461243,0.7736572623252869,0.7838874459266663,0.5135266184806824,0.4976343512535095,0.5075821876525879,0.5086740255355835,0.49181124567985535,0.5152250528335571,0.5285696983337402,0.5262647271156311,0.514618456363678,0.5177726745605469
4,{'dropout': 0.1},1,1.4982278104017464,1.1916395440020213,1.050858681494735,0.9834107067979246,0.9279828971195351,0.8474916393171112,0.8160409261436687,0.7741085337318949,0.7355859474138833,0.7497589421258402,1.1811303725906552,1.0714949035841965,1.137795899996866,1.149023655520103,1.1460960894534338,1.1577612917190385,1.2606165728054533,1.2111867799537763,1.2875340434607707,1.3220739189923614,0.47351741790771484,0.5548082590103149,0.5976848006248474,0.6266571879386902,0.6426954865455627,0.6738666296005249,0.683373212814331,0.7081420421600342,0.715191125869751,0.7208174467086792,0.5942655205726624,0.6386488676071167,0.6019900441169739,0.6149515509605408,0.5951820015907288,0.6137732267379761,0.6035611629486084,0.5955747365951538,0.6271275281906128,0.6158680319786072
5,{'dropout': 0.1},2,1.3253752849735712,1.091881143657201,0.9608862177564954,0.878791296078992,0.8496344162132569,0.7742116746865835,0.7271428409447546,0.7170100239007646,0.6772155203129285,0.6338996499688639,1.5165467739765663,1.453330395690622,1.5202567639608462,1.585042400911987,1.579199970550732,1.6538531530431764,1.812046325669064,1.8044156732486556,1.9158634449017344,2.0461076530537614,0.5374346971511841,0.610666811466217,0.6414583325386047,0.6656382083892822,0.6817580461502075,0.7096530199050903,0.7297399640083313,0.7374850511550903,0.7500157356262207,0.7673320174217224,0.5005540251731873,0.5375346541404724,0.5401661992073059,0.5369806289672852,0.5494459867477417,0.5416897535324097,0.5347645282745361,0.5339335203170776,0.5326870083808899,0.5317174792289734
6,{'dropout': 0.3},0,1.3207586855759352,1.0511632157472859,0.9706605847421991,0.9198267682754973,0.8790770579128956,0.8348534044626985,0.8141167552975983,0.8184331033380344,0.7884193871765507,0.7998438483874591,1.6750574298569059,1.8626002776713881,1.7220471928463996,1.6930437013967863,1.7558943110300211,1.796278874351752,1.92013223230094,1.913850656097178,2.0961840027365004,2.074256293137341,0.5393054485321045,0.6118589043617249,0.6418764591217041,0.6605868935585022,0.6722304224967957,0.6900659799575806,0.7015749216079712,0.7000942230224609,0.712949275970459,0.7093148231506348,0.4705810844898224,0.4904767572879791,0.5075821876525879,0.5113429427146912,0.49605727195739746,0.5135266184806824,0.48999151587486267,0.5102511048316956,0.5245662927627563,0.5148611068725586
7,{'dropout': 0.3},1,1.5141661936381205,1.2347012791790568,1.1502525033721376,1.0788906077159712,1.018300513219596,1.0169550829637424,0.996541813753142,0.9650529105273362,0.8988570194769235,0.878152356213758,1.069756717080922,1.0599680971993173,1.010821522318137,1.060458313752747,1.0529879849247048,1.09738696426637,1.142933612384544,1.1350149692327143,1.1194323618286885,1.2052550891250406,0.4679557681083679,0.5366358160972595,0.5676130056381226,0.5920584797859192,0.6132057309150696,0.6188320517539978,0.6234883069992065,0.6375864744186401,0.6604151725769043,0.6712151765823364,0.6161298751831055,0.634590208530426,0.6390416622161865,0.6231997609138489,0.6319717168807983,0.6301387548446655,0.6107620000839233,0.6159989237785339,0.6268656849861145,0.6009426712989807
8,{'dropout': 0.3},2,1.4170869224415747,1.1299860967240731,1.0061370283881315,0.9584887454179604,0.9374109942204,0.8824422286954636,0.8673308860571812,0.8263228987950866,0.8064772306307686,0.7872288150816178,1.43651291009792,1.4297046037922276,1.4589662339755043,1.4209032121622662,1.5623750626380424,1.5752420478874503,1.6965078911354503,1.724525126005804,1.645066912668316,1.8779569182782292,0.5136955976486206,0.5919652581214905,0.6281090378761292,0.6459290981292725,0.6580190062522888,0.6718720197677612,0.6726906299591064,0.6922737956047058,0.7026635408401489,0.7086455225944519,0.5066481828689575,0.5162050127983093,0.5301939249038696,0.5382271409034729,0.5353185534477234,0.5512465238571167,0.5394737124443054,0.5675899982452393,0.5369806289672852,0.551662027835846
9,{'dropout': 0.5},0,1.4906450122181636,1.214333841803578,1.1380503148277767,1.0841213491374093,1.0596538744570991,1.0238677691379936,1.0917759846752015,1.009648573881589,0.9712368235290892,0.9333108821055147,1.6976697963229606,1.609111678415199,1.596253116906275,1.551032029091408,1.5609988796180216,1.659099637578988,1.6260796338337855,1.6821089849720212,1.7159972319133823,1.78304081531559,0.48761609196662903,0.5685825943946838,0.5945618748664856,0.6074168682098389,0.612801194190979,0.6214833855628967,0.6109166741371155,0.6248485445976257,0.6349441409111023,0.6527796387672424,0.4442557394504547,0.4986048638820648,0.5132840275764465,0.49363094568252563,0.5235957503318787,0.5062476992607117,0.5063690543174744,0.5091592669487,0.5132840275764465,0.5158315896987915
