,title,data,loss0,loss1,loss2,loss3,loss4,loss5,loss6,loss7,loss8,loss9,loss10,loss11,loss12,loss13,loss14,loss15,loss16,loss17,loss18,loss19,val_loss0,val_loss1,val_loss2,val_loss3,val_loss4,val_loss5,val_loss6,val_loss7,val_loss8,val_loss9,val_loss10,val_loss11,val_loss12,val_loss13,val_loss14,val_loss15,val_loss16,val_loss17,val_loss18,val_loss19,acc0,acc1,acc2,acc3,acc4,acc5,acc6,acc7,acc8,acc9,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,val_acc0,val_acc1,val_acc2,val_acc3,val_acc4,val_acc5,val_acc6,val_acc7,val_acc8,val_acc9,val_acc10,val_acc11,val_acc12,val_acc13,val_acc14,val_acc15,val_acc16,val_acc17,val_acc18,val_acc19
0,"{'dropout': 0.0}",0,2.252113103866577,1.2218564748764038,0.995013952255249,0.8743156790733337,0.8040713667869568,0.744050920009613,0.6930854320526123,0.6617052555084229,0.6209971308708191,0.5786693096160889,0.5702101588249207,0.5555277466773987,0.5081462860107422,0.4878053069114685,0.4777090549468994,0.45495954155921936,0.4207523465156555,0.41175490617752075,0.4083144962787628,0.3754899799823761,1.9916141033172607,1.655286431312561,1.6134759187698364,1.6453759670257568,1.7053688764572144,1.8027158975601196,1.7646325826644897,2.042943239212036,1.9551944732666016,2.1970112323760986,2.185708999633789,2.222407579421997,2.5631072521209717,2.5607683658599854,2.6445231437683105,2.842970609664917,2.871074914932251,3.1431212425231934,2.99813175201416,3.1783759593963623,0.4047783315181732,0.5940929055213928,0.6533517241477966,0.679563581943512,0.7048974633216858,0.7281620502471924,0.7410798072814941,0.7553771734237671,0.7708659768104553,0.7845363020896912,0.7925001382827759,0.7945694923400879,0.8118768334388733,0.8189001083374023,0.8254216909408569,0.8298112750053406,0.8447983860969543,0.8489997982978821,0.8539537191390991,0.8656800389289856,0.46807488799095154,0.4992798864841461,0.530124843120575,0.5393663048744202,0.5354056358337402,0.530604898929596,0.5490878820419312,0.542966902256012,0.5553288459777832,0.5480076670646667,0.5378060340881348,0.5494478940963745,0.5410465598106384,0.5441670417785645,0.5398463606834412,0.551368236541748,0.5386461615562439,0.5471675395965576,0.5519683361053467,0.5342054963111877
1,"{'dropout': 0.0}",1,2.8353211879730225,1.4890366792678833,1.1825405359268188,1.07683527469635,0.9847549796104431,0.92118239402771,0.8801440596580505,0.8466912508010864,0.8322533369064331,0.8027039766311646,0.7527990341186523,0.7208747863769531,0.7026668787002563,0.6676816940307617,0.7107857465744019,0.6419931054115295,0.6160983443260193,0.5739229321479797,0.5588974356651306,0.545464277267456,1.5914071798324585,1.1608471870422363,1.1739975214004517,1.0808771848678589,1.027082085609436,1.133129358291626,1.141404390335083,1.1095798015594482,1.1145106554031372,1.1640044450759888,1.1896905899047852,1.1883633136749268,1.1713404655456543,1.2633471488952637,1.254305362701416,1.330291986465454,1.3728423118591309,1.3928980827331543,1.456012487411499,1.396629810333252,0.3093588650226593,0.5249401926994324,0.5801738500595093,0.6042952537536621,0.6284166574478149,0.647310733795166,0.6604106426239014,0.6793047189712524,0.6884998083114624,0.6979468464851379,0.712432324886322,0.7253432273864746,0.7356719970703125,0.7487089037895203,0.7373724579811096,0.761934757232666,0.7685476541519165,0.7871268391609192,0.7929210066795349,0.7966998219490051,0.5532674789428711,0.6239733099937439,0.6354005336761475,0.6444470882415771,0.6768242120742798,0.6369479894638062,0.6420664191246033,0.631234347820282,0.6459945440292358,0.6462326049804688,0.6653969883918762,0.6421854496002197,0.6434948444366455,0.6443280577659607,0.6332579255104065,0.6205213665962219,0.6146887540817261,0.60468989610672,0.610641598701477,0.614926815032959
2,"{'dropout': 0.0}",2,2.121002674102783,1.1549389362335205,0.978569746017456,0.8638126850128174,0.8085448741912842,0.7651575803756714,0.7054389119148254,0.6725890040397644,0.6340762972831726,0.608340322971344,0.5819136500358582,0.5583569407463074,0.5456295013427734,0.5097562074661255,0.5124608278274536,0.48305612802505493,0.44573789834976196,0.4267127215862274,0.41424041986465454,0.4084514081478119,1.5517115592956543,1.3824379444122314,1.3719978332519531,1.4408683776855469,1.446873426437378,1.5430899858474731,1.563959002494812,1.6815378665924072,1.7545710802078247,1.877890944480896,1.9903080463409424,2.032773494720459,2.1122000217437744,2.1581265926361084,2.184326410293579,2.398872137069702,2.5052902698516846,2.503427267074585,2.6416215896606445,2.678452253341675,0.4162433445453644,0.598517894744873,0.6435188055038452,0.6737584471702576,0.6974242329597473,0.7107512354850769,0.7340584397315979,0.74666827917099,0.7642980813980103,0.7729635834693909,0.7840195894241333,0.7910117506980896,0.8005139827728271,0.8095977902412415,0.8133030533790588,0.8257933259010315,0.8364907503128052,0.844200074672699,0.8482041358947754,0.8551962971687317,0.48436257243156433,0.5282268524169922,0.5551285743713379,0.5697057843208313,0.575404167175293,0.5653326511383057,0.5694407820701599,0.576066792011261,0.5630797743797302,0.5641399621963501,0.5526106357574463,0.5652000904083252,0.5571163296699524,0.5532732605934143,0.5557911396026611,0.5625497102737427,0.5471773147583008,0.5511529445648193,0.5442618727684021,0.558309018611908
3,"{'dropout': 0.1}",0,2.1626908779144287,1.1802409887313843,0.9889031648635864,0.8805239796638489,0.8122339248657227,0.7537667751312256,0.7096922397613525,0.6742010116577148,0.6296320557594299,0.6101174354553223,0.5845472812652588,0.5622710585594177,0.5559417605400085,0.5196340084075928,0.5019007921218872,0.49621713161468506,0.4772235155105591,0.4475710690021515,0.43946534395217896,0.43868398666381836,1.8783690929412842,1.6130938529968262,1.5257824659347534,1.560329794883728,1.5755366086959839,1.5986754894256592,1.6436820030212402,1.8291897773742676,1.842331886291504,1.97441828250885,2.005373477935791,2.0699985027313232,2.1539642810821533,2.2592551708221436,2.328577995300293,2.427676200866699,2.443586826324463,2.606534481048584,2.5696284770965576,2.5545547008514404,0.38966578245162964,0.5988587141036987,0.6470182538032532,0.6776196360588074,0.7040822505950928,0.7208252549171448,0.734244704246521,0.749169111251831,0.7602056860923767,0.7736878395080566,0.779394268989563,0.7884868383407593,0.7889885306358337,0.8056060671806335,0.8137580752372742,0.814824104309082,0.8224744200706482,0.8328839540481567,0.8409731984138489,0.8436069488525391,0.4774363934993744,0.5100815892219543,0.5339654088020325,0.5438070297241211,0.5432069301605225,0.5397263765335083,0.5538886189460754,0.5402064323425293,0.5406864881515503,0.543446958065033,0.5374459624290466,0.5418866872787476,0.5354056358337402,0.5495679378509521,0.5405665040016174,0.5403264760971069,0.5463274121284485,0.539486289024353,0.5478876829147339,0.5458473563194275
4,"{'dropout': 0.1}",1,2.6658706665039062,1.5031816959381104,1.2005707025527954,1.0795625448226929,0.9958336353302002,0.9273241758346558,0.8795315027236938,0.8376593589782715,0.8103591799736023,0.7793790102005005,0.7689831852912903,0.7241725325584412,0.6903848052024841,0.6804734468460083,0.6375765800476074,0.6199634671211243,0.606614887714386,0.5826820731163025,0.5623739361763,0.5664306282997131,1.5961835384368896,1.131149411201477,1.0764538049697876,1.039207100868225,1.0220474004745483,1.0262656211853027,1.1211376190185547,1.0539487600326538,1.0268068313598633,1.1010284423828125,1.1154605150222778,1.141697645187378,1.1785962581634521,1.1910070180892944,1.2007732391357422,1.3177117109298706,1.3345304727554321,1.328136920928955,1.3566231727600098,1.3729146718978882,0.30041566491127014,0.5057941675186157,0.5591384172439575,0.5931477546691895,0.6143091320991516,0.6442877054214478,0.6568207740783691,0.6732586026191711,0.6876810789108276,0.6966872215270996,0.7043078541755676,0.7203677892684937,0.7357349991798401,0.7441113591194153,0.7591636180877686,0.7677289247512817,0.771129846572876,0.7790653705596924,0.7889532446861267,0.7881345152854919,0.5239852666854858,0.6275443434715271,0.6400428414344788,0.6603975892066956,0.6650398969650269,0.660516619682312,0.6319485902786255,0.652422308921814,0.6562314033508301,0.6439709663391113,0.6462326049804688,0.6408761143684387,0.625877857208252,0.6332579255104065,0.6226639747619629,0.5962385535240173,0.6302821040153503,0.6018331050872803,0.6126651763916016,0.6062373518943787
5,"{'dropout': 0.1}",2,2.2358405590057373,1.2053512334823608,1.0185556411743164,0.9131107926368713,0.8543707132339478,0.8059889078140259,0.751870334148407,0.7335231304168701,0.6938148140907288,0.6728338599205017,0.6317843198776245,0.6335753202438354,0.5898734331130981,0.5764027833938599,0.5492072701454163,0.5320316553115845,0.5053615570068359,0.49289005994796753,0.46722206473350525,0.4509096145629883,1.5925729274749756,1.4233838319778442,1.3269908428192139,1.378919243812561,1.3934680223464966,1.4015164375305176,1.4003937244415283,1.5122616291046143,1.4833745956420898,1.583333134651184,1.6511167287826538,1.7068077325820923,1.7534254789352417,1.7928314208984375,1.9035851955413818,1.909189224243164,2.037797689437866,2.0767016410827637,2.113584041595459,2.1545698642730713,0.4237136244773865,0.591167151927948,0.6270841956138611,0.65684574842453,0.675969660282135,0.6904918551445007,0.7127830982208252,0.720492422580719,0.7323253154754639,0.7467877864837646,0.7614892721176147,0.7613099813461304,0.7766091227531433,0.7838402986526489,0.7930436730384827,0.8000956177711487,0.8115699291229248,0.8175461888313293,0.8265702724456787,0.8324866890907288,0.49946990609169006,0.5294195413589478,0.5494301319122314,0.5482375025749207,0.5618870854377747,0.551948070526123,0.5591041445732117,0.559634268283844,0.559634268283844,0.5649350881576538,0.5571163296699524,0.5475748777389526,0.5641399621963501,0.5556586384773254,0.5516830086708069,0.5620195865631104,0.550622820854187,0.5487675666809082,0.5744765400886536,0.5640074014663696
6,"{'dropout': 0.3}",0,2.579042673110962,1.2928849458694458,1.08061683177948,0.9680879712104797,0.8890852928161621,0.8406915068626404,0.8032317757606506,0.7592570185661316,0.7329582571983337,0.6953505277633667,0.6803932785987854,0.6600078344345093,0.6610570549964905,0.6296570897102356,0.6084705591201782,0.5891420841217041,0.5707964301109314,0.560947835445404,0.5584763884544373,0.5516349077224731,1.954738974571228,1.5896999835968018,1.5192317962646484,1.458952784538269,1.5245542526245117,1.5129412412643433,1.540486216545105,1.575567603111267,1.575449824333191,1.643571138381958,1.6721075773239136,1.6871364116668701,1.788326621055603,1.8084362745285034,1.8706088066101074,1.917339563369751,1.96465003490448,1.9707715511322021,2.011878252029419,2.0310916900634766,0.3679061830043793,0.5644322037696838,0.615977942943573,0.6406847834587097,0.6689032316207886,0.6848310232162476,0.695742130279541,0.7129867672920227,0.7200100421905518,0.7358123660087585,0.7432745695114136,0.7479776740074158,0.7522417902946472,0.7617733478546143,0.7720574140548706,0.7787671685218811,0.785226047039032,0.7867937684059143,0.7893020510673523,0.7961372137069702,0.4633941352367401,0.5073211789131165,0.5182428956031799,0.5328852534294128,0.5278444290161133,0.533725380897522,0.5381661057472229,0.539006233215332,0.5375660061836243,0.5477676391601562,0.5402064323425293,0.5499280095100403,0.5543686747550964,0.5590494275093079,0.5637301802635193,0.562049925327301,0.5544887185096741,0.5559289455413818,0.5640902519226074,0.5705713033676147
7,"{'dropout': 0.3}",1,2.51328706741333,1.3876243829727173,1.2209744453430176,1.120373010635376,1.045846700668335,0.9934656620025635,0.951866626739502,0.9297770857810974,0.88555508852005,0.8513167500495911,0.8277561068534851,0.7978031635284424,0.7853858470916748,0.7530272006988525,0.7454917430877686,0.7218191623687744,0.7108782529830933,0.6827422976493835,0.6733180284500122,0.6578657031059265,1.372750997543335,1.1860613822937012,1.1240246295928955,1.0753213167190552,1.0426347255706787,1.0492595434188843,1.067163348197937,1.036607027053833,1.0113389492034912,1.0326489210128784,1.0332428216934204,1.0958513021469116,1.0804661512374878,1.0916699171066284,1.1049250364303589,1.158708095550537,1.1356990337371826,1.209285020828247,1.224021077156067,1.1985843181610107,0.35111474990844727,0.5015745162963867,0.5483688116073608,0.5775286555290222,0.5944073796272278,0.6168283224105835,0.6230003833770752,0.6311877965927124,0.6509006023406982,0.66355961561203,0.6760297417640686,0.688184916973114,0.6980727910995483,0.7084015607833862,0.7167779207229614,0.7246504426002502,0.7294999361038208,0.7369945645332336,0.7461897134780884,0.7477012276649475,0.558862030506134,0.6131412982940674,0.6364718675613403,0.6401618719100952,0.652422308921814,0.648970365524292,0.6487323045730591,0.6512320041656494,0.6761099696159363,0.6550410389900208,0.6649208664894104,0.6324247121810913,0.6450422406196594,0.6423044800758362,0.6326627731323242,0.5936198234558105,0.6373050808906555,0.6009998917579651,0.5981431007385254,0.6246875524520874
8,"{'dropout': 0.3}",2,2.439605474472046,1.270550012588501,1.0655287504196167,0.9578511714935303,0.9021627902984619,0.8584999442100525,0.8067916035652161,0.7839420437812805,0.7432565689086914,0.7114515900611877,0.6920126080513,0.6628837585449219,0.6507622599601746,0.6158069372177124,0.6139355301856995,0.580570638179779,0.5730931162834167,0.5462216138839722,0.5454269051551819,0.5292310118675232,1.7139322757720947,1.4316309690475464,1.32600998878479,1.3509992361068726,1.334649682044983,1.3385387659072876,1.369741678237915,1.3619575500488281,1.3399803638458252,1.4256261587142944,1.4611896276474,1.5320130586624146,1.5404878854751587,1.6330716609954834,1.678900957107544,1.702404499053955,1.7666908502578735,1.7813043594360352,1.81948983669281,1.8790562152862549,0.40052589774131775,0.5785573124885559,0.6193748712539673,0.6450128555297852,0.665092945098877,0.6770453453063965,0.6935994625091553,0.7034602165222168,0.716667652130127,0.7282615303993225,0.7390784621238708,0.7492380142211914,0.7553935050964355,0.7667483687400818,0.7684217095375061,0.7836610078811646,0.7856332063674927,0.7983624935150146,0.7952548861503601,0.8042191863059998,0.4666048288345337,0.5327325463294983,0.5487675666809082,0.5652000904083252,0.5708984732627869,0.5699708461761475,0.5738139152526855,0.5898489356040955,0.5881261825561523,0.5861383676528931,0.5891863107681274,0.5728862881660461,0.5944871306419373,0.573946475982666,0.5775245428085327,0.5681155323982239,0.5678505301475525,0.5661277770996094,0.5728862881660461,0.5738139152526855
9,"{'dropout': 0.5}",0,2.3872551918029785,1.2302188873291016,1.0662004947662354,0.9742320775985718,0.9098305106163025,0.8595282435417175,0.8172116279602051,0.7767139077186584,0.7490667104721069,0.7204409241676331,0.7086783647537231,0.6781921982765198,0.648463249206543,0.6435242891311646,0.6188126802444458,0.6081309914588928,0.5824134945869446,0.5731171369552612,0.5647050142288208,0.5621462464332581,1.7616024017333984,1.5035604238510132,1.450461506843567,1.4453462362289429,1.4694279432296753,1.494010090827942,1.5096983909606934,1.5253982543945312,1.5890876054763794,1.6570262908935547,1.6945974826812744,1.7099778652191162,1.8184125423431396,1.8003627061843872,1.8527230024337769,1.8683719635009766,1.940682291984558,2.0376627445220947,2.022195816040039,2.177345037460327,0.4006396234035492,0.5808616280555725,0.6173574924468994,0.6376748085021973,0.6580548286437988,0.6699065566062927,0.6919170022010803,0.6985639929771423,0.710039496421814,0.7228319048881531,0.7296043038368225,0.7431491613388062,0.7521163821220398,0.7566313147544861,0.7654731273651123,0.7718693017959595,0.7805230021476746,0.7847244143486023,0.790179967880249,0.7884241342544556,0.4552328288555145,0.47887662053108215,0.500480055809021,0.5248439908027649,0.5312049984931946,0.5276044011116028,0.5411666035652161,0.5427268147468567,0.5229236483573914,0.5398463606834412,0.5312049984931946,0.553168535232544,0.5457273125648499,0.5481277108192444,0.5522083640098572,0.5445271134376526,0.5374459624290466,0.5500479936599731,0.5614498257637024,0.5517282485961914
